ID,Title,URL,Is Premium,Acceptance %,Difficulty,Frequency %
496,Next Greater Element I,https://leetcode.com/problems/next-greater-element-i,N,71.40%,Easy,24.3059%;
506,Relative Ranks,https://leetcode.com/problems/relative-ranks,N,59.10%,Easy,5.74849%;
530,Minimum Absolute Difference in BST,https://leetcode.com/problems/minimum-absolute-difference-in-bst,N,56.80%,Easy,4.53854%;
543,Diameter of Binary Tree,https://leetcode.com/problems/diameter-of-binary-tree,N,56.10%,Easy,22.305%;
557,Reverse Words in a String III,https://leetcode.com/problems/reverse-words-in-a-string-iii,N,81.60%,Easy,1.39351%;
572,Subtree of Another Tree,https://leetcode.com/problems/subtree-of-another-tree,N,46.00%,Easy,9.94543%;
584,Find Customer Referee,https://leetcode.com/problems/find-customer-referee,N,73.00%,Easy,1.6369%;
595,Big Countries,https://leetcode.com/problems/big-countries,N,73.30%,Easy,3.40434%;
603,Consecutive Available Seats,https://leetcode.com/problems/consecutive-available-seats,Y,68.30%,Easy,9.49603%;
606,Construct String from Binary Tree,https://leetcode.com/problems/construct-string-from-binary-tree,N,63.60%,Easy,6.2725%;
628,Maximum Product of Three Numbers,https://leetcode.com/problems/maximum-product-of-three-numbers,N,46.40%,Easy,6.24716%;
645,Set Mismatch,https://leetcode.com/problems/set-mismatch,N,43.00%,Easy,7.87321%;
653,Two Sum IV - Input is a BST,https://leetcode.com/problems/two-sum-iv-input-is-a-bst,N,61.00%,Easy,21.622%;
657,Robot Return to Origin,https://leetcode.com/problems/robot-return-to-origin,N,75.30%,Easy,4.8577%;
680,Valid Palindrome II,https://leetcode.com/problems/valid-palindrome-ii,N,39.30%,Easy,1.99929%;
696,Count Binary Substrings,https://leetcode.com/problems/count-binary-substrings,N,65.60%,Easy,21.5744%;
724,Find Pivot Index,https://leetcode.com/problems/find-pivot-index,N,53.40%,Easy,9.07522%;
733,Flood Fill,https://leetcode.com/problems/flood-fill,N,60.60%,Easy,23.3166%;
746,Min Cost Climbing Stairs,https://leetcode.com/problems/min-cost-climbing-stairs,N,62.50%,Easy,4.84135%;
703,Kth Largest Element in a Stream,https://leetcode.com/problems/kth-largest-element-in-a-stream,N,55.50%,Easy,8.28183%;
704,Binary Search,https://leetcode.com/problems/binary-search,N,55.10%,Easy,1.16165%;
796,Rotate String,https://leetcode.com/problems/rotate-string,N,54.20%,Easy,11.6245%;
706,Design HashMap,https://leetcode.com/problems/design-hashmap,N,65.00%,Easy,14.0897%;
804,Unique Morse Code Words,https://leetcode.com/problems/unique-morse-code-words,N,82.70%,Easy,4.36651%;
819,Most Common Word,https://leetcode.com/problems/most-common-word,N,44.90%,Easy,5.34705%;
836,Rectangle Overlap,https://leetcode.com/problems/rectangle-overlap,N,43.60%,Easy,0.590029%;
867,Transpose Matrix,https://leetcode.com/problems/transpose-matrix,N,63.40%,Easy,8.03794%;
876,Middle of the Linked List,https://leetcode.com/problems/middle-of-the-linked-list,N,73.90%,Easy,1.46864%;
929,Unique Email Addresses,https://leetcode.com/problems/unique-email-addresses,N,67.20%,Easy,3.65207%;
941,Valid Mountain Array,https://leetcode.com/problems/valid-mountain-array,N,33.50%,Easy,3.3037%;
953,Verifying an Alien Dictionary,https://leetcode.com/problems/verifying-an-alien-dictionary,N,52.70%,Easy,8.3894%;
509,Fibonacci Number,https://leetcode.com/problems/fibonacci-number,N,69.20%,Easy,4.1873%;
977,Squares of a Sorted Array,https://leetcode.com/problems/squares-of-a-sorted-array,N,71.90%,Easy,7.6821%;
993,Cousins in Binary Tree,https://leetcode.com/problems/cousins-in-binary-tree,N,54.20%,Easy,19.2754%;
1099,Two Sum Less Than K,https://leetcode.com/problems/two-sum-less-than-k,Y,60.80%,Easy,1.8452%;
1046,Last Stone Weight,https://leetcode.com/problems/last-stone-weight,N,64.70%,Easy,3.90623%;
1047,Remove All Adjacent Duplicates In String,https://leetcode.com/problems/remove-all-adjacent-duplicates-in-string,N,70.40%,Easy,21.1364%;
1299,Replace Elements with Greatest Element on Right Side,https://leetcode.com/problems/replace-elements-with-greatest-element-on-right-side,N,74.70%,Easy,2.18838%;
1360,Number of Days Between Two Dates,https://leetcode.com/problems/number-of-days-between-two-dates,N,47.60%,Easy,15.0606%;
1179,Reformat Department Table,https://leetcode.com/problems/reformat-department-table,N,82.50%,Easy,8.13372%;
1207,Unique Number of Occurrences,https://leetcode.com/problems/unique-number-of-occurrences,N,70.90%,Easy,24.4299%;
1275,Find Winner on a Tic Tac Toe Game,https://leetcode.com/problems/find-winner-on-a-tic-tac-toe-game,N,54.30%,Easy,25.4772%;
1365,How Many Numbers Are Smaller Than the Current Number,https://leetcode.com/problems/how-many-numbers-are-smaller-than-the-current-number,N,86.70%,Easy,4.10177%;
1385,Find the Distance Value Between Two Arrays,https://leetcode.com/problems/find-the-distance-value-between-two-arrays,N,65.40%,Easy,7.1927%;
1408,String Matching in an Array,https://leetcode.com/problems/string-matching-in-an-array,N,63.90%,Easy,11.83%;
1431,Kids With the Greatest Number of Candies,https://leetcode.com/problems/kids-with-the-greatest-number-of-candies,N,87.50%,Easy,2.22344%;
1436,Destination City,https://leetcode.com/problems/destination-city,N,77.60%,Easy,7.67671%;
1464,Maximum Product of Two Elements in an Array,https://leetcode.com/problems/maximum-product-of-two-elements-in-an-array,N,79.30%,Easy,7.87321%;
1470,Shuffle the Array,https://leetcode.com/problems/shuffle-the-array,N,88.50%,Easy,1.6062%;
1480,Running Sum of 1d Array,https://leetcode.com/problems/running-sum-of-1d-array,N,89.30%,Easy,2.17846%;
1523,Count Odd Numbers in an Interval Range,https://leetcode.com/problems/count-odd-numbers-in-an-interval-range,N,46.20%,Easy,3.06807%;
1512,Number of Good Pairs,https://leetcode.com/problems/number-of-good-pairs,N,88.20%,Easy,3.20029%;
1539,Kth Missing Positive Number,https://leetcode.com/problems/kth-missing-positive-number,N,55.90%,Easy,8.67428%;
1603,Design Parking System,https://leetcode.com/problems/design-parking-system,N,88.00%,Easy,44.6967%;
1581,Customer Who Visited but Did Not Make Any Transactions,https://leetcode.com/problems/customer-who-visited-but-did-not-make-any-transactions,N,88.30%,Easy,3.08323%;
1672,Richest Customer Wealth,https://leetcode.com/problems/richest-customer-wealth,N,88.20%,Easy,5.56781%;
1710,Maximum Units on a Truck,https://leetcode.com/problems/maximum-units-on-a-truck,N,73.90%,Easy,49.8519%;
1752,Check if Array Is Sorted and Rotated,https://leetcode.com/problems/check-if-array-is-sorted-and-rotated,N,49.30%,Easy,3.71078%;
1757,Recyclable and Low Fat Products,https://leetcode.com/problems/recyclable-and-low-fat-products,N,93.60%,Easy,1.4831%;
1876,Substrings of Size Three with Distinct Characters,https://leetcode.com/problems/substrings-of-size-three-with-distinct-characters,N,70.30%,Easy,5.65411%;
1863,Sum of All Subset XOR Totals,https://leetcode.com/problems/sum-of-all-subset-xor-totals,N,79.00%,Easy,8.87544%;
2287,Rearrange Characters to Make Target String,https://leetcode.com/problems/rearrange-characters-to-make-target-string,N,57.80%,Easy,25.7592%;
2235,Add Two Integers,https://leetcode.com/problems/add-two-integers,N,89.50%,Easy,9.87686%;
2347,Best Poker Hand,https://leetcode.com/problems/best-poker-hand,N,60.60%,Easy,16.6017%;
2357,Make Array Zero by Subtracting Equal Amounts,https://leetcode.com/problems/make-array-zero-by-subtracting-equal-amounts,N,72.70%,Easy,63.9838%;
